Date,Load,Zone
8/3/2017 4:00:00 AM,16285,NYISO
8/3/2017 5:00:00 AM,1279,Capitl
8/3/2017 5:00:00 AM,1639,Centrl
8/3/2017 5:00:00 AM,637,Dunwod
8/3/2017 5:00:00 AM,1090,Genese
8/3/2017 5:00:00 AM,943,Hud Vl
8/3/2017 5:00:00 AM,2269,Longil
8/3/2017 5:00:00 AM,675,Mhk Vl
8/3/2017 5:00:00 AM,260,Millwd
8/3/2017 5:00:00 AM,6030,N.Y.C.
8/3/2017 5:00:00 AM,439,North
8/3/2017 5:00:00 AM,1665,West
8/3/2017 5:00:00 AM,16926,NYISO
8/3/2017 6:00:00 AM,1384,Capitl
8/3/2017 6:00:00 AM,1756,Centrl
8/3/2017 6:00:00 AM,688,Dunwod
8/3/2017 6:00:00 AM,1166,Genese
8/3/2017 6:00:00 AM,1002,Hud Vl
8/3/2017 6:00:00 AM,2408,Longil
8/3/2017 6:00:00 AM,738,Mhk Vl
8/3/2017 6:00:00 AM,284,Millwd
8/3/2017 6:00:00 AM,6528,N.Y.C.
8/3/2017 6:00:00 AM,452,North
8/3/2017 6:00:00 AM,1749,West
8/3/2017 6:00:00 AM,18155,NYISO
8/3/2017 7:00:00 AM,1517,Capitl
8/3/2017 7:00:00 AM,1893,Centrl
8/3/2017 7:00:00 AM,766,Dunwod
8/3/2017 7:00:00 AM,1265,Genese
8/3/2017 7:00:00 AM,1107,Hud Vl
8/3/2017 7:00:00 AM,2700,Longil
8/3/2017 7:00:00 AM,813,Mhk Vl
8/3/2017 7:00:00 AM,315,Millwd
8/3/2017 7:00:00 AM,7207,N.Y.C.
8/3/2017 7:00:00 AM,466,North
8/3/2017 7:00:00 AM,1862,West
8/3/2017 7:00:00 AM,19911,NYISO
8/3/2017 8:00:00 AM,1635,Capitl
8/3/2017 8:00:00 AM,2020,Centrl
8/3/2017 8:00:00 AM,833,Dunwod
8/3/2017 8:00:00 AM,1369,Genese
8/3/2017 8:00:00 AM,1219,Hud Vl
8/3/2017 8:00:00 AM,3044,Longil
8/3/2017 8:00:00 AM,876,Mhk Vl
8/3/2017 8:00:00 AM,343,Millwd
8/3/2017 8:00:00 AM,7825,N.Y.C.
8/3/2017 8:00:00 AM,475,North
8/3/2017 8:00:00 AM,1979,West
8/3/2017 8:00:00 AM,21618,NYISO
8/3/2017 9:00:00 AM,1775,Capitl
8/3/2017 9:00:00 AM,2149,Centrl
8/3/2017 9:00:00 AM,907,Dunwod
8/3/2017 9:00:00 AM,1471,Genese
8/3/2017 9:00:00 AM,1325,Hud Vl
8/3/2017 9:00:00 AM,3450,Longil
8/3/2017 9:00:00 AM,923,Mhk Vl
8/3/2017 9:00:00 AM,368,Millwd
8/3/2017 9:00:00 AM,8347,N.Y.C.
8/3/2017 9:00:00 AM,480,North
8/3/2017 9:00:00 AM,2089,West
8/3/2017 9:00:00 AM,23284,NYISO
8/3/2017 10:00:00 AM,1843,Capitl
8/3/2017 10:00:00 AM,2237,Centrl
8/3/2017 10:00:00 AM,953,Dunwod
8/3/2017 10:00:00 AM,1542,Genese
8/3/2017 10:00:00 AM,1419,Hud Vl
8/3/2017 10:00:00 AM,3689,Longil
8/3/2017 10:00:00 AM,962,Mhk Vl
8/3/2017 10:00:00 AM,395,Millwd
8/3/2017 10:00:00 AM,8629,N.Y.C.
8/3/2017 10:00:00 AM,485,North
8/3/2017 10:00:00 AM,2175,West
8/3/2017 10:00:00 AM,24329,NYISO
8/3/2017 11:00:00 AM,1884,Capitl
8/3/2017 11:00:00 AM,2297,Centrl
8/3/2017 11:00:00 AM,983,Dunwod
8/3/2017 11:00:00 AM,1591,Genese
8/3/2017 11:00:00 AM,1509,Hud Vl
8/3/2017 11:00:00 AM,3873,Longil
8/3/2017 11:00:00 AM,989,Mhk Vl
8/3/2017 11:00:00 AM,418,Millwd
8/3/2017 11:00:00 AM,8815,N.Y.C.
8/3/2017 11:00:00 AM,488,North
8/3/2017 11:00:00 AM,2233,West
8/3/2017 11:00:00 AM,25080,NYISO
8/3/2017 12:00:00 PM,1902,Capitl
8/3/2017 12:00:00 PM,2334,Centrl
8/3/2017 12:00:00 PM,1008,Dunwod
8/3/2017 12:00:00 PM,1623,Genese
8/3/2017 12:00:00 PM,1588,Hud Vl
8/3/2017 12:00:00 PM,4008,Longil
8/3/2017 12:00:00 PM,1006,Mhk Vl
8/3/2017 12:00:00 PM,439,Millwd
8/3/2017 12:00:00 PM,8948,N.Y.C.
8/3/2017 12:00:00 PM,489,North
8/3/2017 12:00:00 PM,2272,West
8/3/2017 12:00:00 PM,25617,NYISO
8/3/2017 1:00:00 PM,1943,Capitl
8/3/2017 1:00:00 PM,2375,Centrl
8/3/2017 1:00:00 PM,1033,Dunwod
8/3/2017 1:00:00 PM,1654,Genese
8/3/2017 1:00:00 PM,1661,Hud Vl
8/3/2017 1:00:00 PM,4113,Longil
8/3/2017 1:00:00 PM,1021,Mhk Vl
8/3/2017 1:00:00 PM,458,Millwd
8/3/2017 1:00:00 PM,9065,N.Y.C.
8/3/2017 1:00:00 PM,490,North
8/3/2017 1:00:00 PM,2323,West
8/3/2017 1:00:00 PM,26136,NYISO
8/3/2017 2:00:00 PM,1971,Capitl
8/3/2017 2:00:00 PM,2396,Centrl
8/3/2017 2:00:00 PM,1051,Dunwod
8/3/2017 2:00:00 PM,1664,Genese
8/3/2017 2:00:00 PM,1724,Hud Vl
8/3/2017 2:00:00 PM,4192,Longil
8/3/2017 2:00:00 PM,1024,Mhk Vl
8/3/2017 2:00:00 PM,474,Millwd
8/3/2017 2:00:00 PM,9155,N.Y.C.
8/3/2017 2:00:00 PM,491,North
8/3/2017 2:00:00 PM,2342,West
8/3/2017 2:00:00 PM,26484,NYISO
8/3/2017 3:00:00 PM,1998,Capitl
8/3/2017 3:00:00 PM,2406,Centrl
8/3/2017 3:00:00 PM,1072,Dunwod
8/3/2017 3:00:00 PM,1670,Genese
8/3/2017 3:00:00 PM,1770,Hud Vl
8/3/2017 3:00:00 PM,4254,Longil
8/3/2017 3:00:00 PM,1024,Mhk Vl
8/3/2017 3:00:00 PM,486,Millwd
8/3/2017 3:00:00 PM,9243,N.Y.C.
8/3/2017 3:00:00 PM,489,North
8/3/2017 3:00:00 PM,2341,West
8/3/2017 3:00:00 PM,26753,NYISO
8/3/2017 4:00:00 PM,2015,Capitl
8/3/2017 4:00:00 PM,2405,Centrl
8/3/2017 4:00:00 PM,1084,Dunwod
8/3/2017 4:00:00 PM,1666,Genese
8/3/2017 4:00:00 PM,1798,Hud Vl
8/3/2017 4:00:00 PM,4305,Longil
8/3/2017 4:00:00 PM,1025,Mhk Vl
8/3/2017 4:00:00 PM,494,Millwd
8/3/2017 4:00:00 PM,9289,N.Y.C.
8/3/2017 4:00:00 PM,491,North
8/3/2017 4:00:00 PM,2341,West
8/3/2017 4:00:00 PM,26913,NYISO
8/3/2017 5:00:00 PM,2013,Capitl
8/3/2017 5:00:00 PM,2370,Centrl
8/3/2017 5:00:00 PM,1066,Dunwod
8/3/2017 5:00:00 PM,1646,Genese
8/3/2017 5:00:00 PM,1782,Hud Vl
8/3/2017 5:00:00 PM,4305,Longil
8/3/2017 5:00:00 PM,1015,Mhk Vl
8/3/2017 5:00:00 PM,491,Millwd
8/3/2017 5:00:00 PM,9172,N.Y.C.
8/3/2017 5:00:00 PM,488,North
8/3/2017 5:00:00 PM,2303,West
8/3/2017 5:00:00 PM,26651,NYISO
8/3/2017 6:00:00 PM,1975,Capitl
8/3/2017 6:00:00 PM,2316,Centrl
8/3/2017 6:00:00 PM,1025,Dunwod
8/3/2017 6:00:00 PM,1595,Genese
8/3/2017 6:00:00 PM,1731,Hud Vl
8/3/2017 6:00:00 PM,4182,Longil
8/3/2017 6:00:00 PM,992,Mhk Vl
8/3/2017 6:00:00 PM,480,Millwd
8/3/2017 6:00:00 PM,8789,N.Y.C.
8/3/2017 6:00:00 PM,484,North
8/3/2017 6:00:00 PM,2241,West
8/3/2017 6:00:00 PM,25810,NYISO
8/3/2017 7:00:00 PM,1937,Capitl
8/3/2017 7:00:00 PM,2251,Centrl
8/3/2017 7:00:00 PM,989,Dunwod
8/3/2017 7:00:00 PM,1535,Genese
8/3/2017 7:00:00 PM,1658,Hud Vl
8/3/2017 7:00:00 PM,3983,Longil
8/3/2017 7:00:00 PM,966,Mhk Vl
8/3/2017 7:00:00 PM,463,Millwd
8/3/2017 7:00:00 PM,8489,N.Y.C.
8/3/2017 7:00:00 PM,480,North
8/3/2017 7:00:00 PM,2177,West
8/3/2017 7:00:00 PM,24928,NYISO
8/3/2017 8:00:00 PM,1935,Capitl
8/3/2017 8:00:00 PM,2234,Centrl
8/3/2017 8:00:00 PM,984,Dunwod
8/3/2017 8:00:00 PM,1516,Genese
8/3/2017 8:00:00 PM,1634,Hud Vl
8/3/2017 8:00:00 PM,3926,Longil
8/3/2017 8:00:00 PM,969,Mhk Vl
8/3/2017 8:00:00 PM,453,Millwd
8/3/2017 8:00:00 PM,8379,N.Y.C.
8/3/2017 8:00:00 PM,482,North
8/3/2017 8:00:00 PM,2167,West
8/3/2017 8:00:00 PM,24679,NYISO
8/3/2017 9:00:00 PM,1848,Capitl
8/3/2017 9:00:00 PM,2153,Centrl
8/3/2017 9:00:00 PM,953,Dunwod
8/3/2017 9:00:00 PM,1466,Genese
8/3/2017 9:00:00 PM,1541,Hud Vl
8/3/2017 9:00:00 PM,3738,Longil
8/3/2017 9:00:00 PM,925,Mhk Vl
8/3/2017 9:00:00 PM,431,Millwd
8/3/2017 9:00:00 PM,8247,N.Y.C.
8/3/2017 9:00:00 PM,474,North
8/3/2017 9:00:00 PM,2135,West
8/3/2017 9:00:00 PM,23911,NYISO
8/3/2017 10:00:00 PM,1696,Capitl
8/3/2017 10:00:00 PM,1985,Centrl
8/3/2017 10:00:00 PM,882,Dunwod
8/3/2017 10:00:00 PM,1346,Genese
8/3/2017 10:00:00 PM,1390,Hud Vl
8/3/2017 10:00:00 PM,3415,Longil
8/3/2017 10:00:00 PM,837,Mhk Vl
8/3/2017 10:00:00 PM,388,Millwd
8/3/2017 10:00:00 PM,7864,N.Y.C.
8/3/2017 10:00:00 PM,456,North
8/3/2017 10:00:00 PM,2010,West
8/3/2017 10:00:00 PM,22269,NYISO
8/3/2017 11:00:00 PM,1552,Capitl
8/3/2017 11:00:00 PM,1831,Centrl
8/3/2017 11:00:00 PM,811,Dunwod
8/3/2017 11:00:00 PM,1234,Genese
8/3/2017 11:00:00 PM,1244,Hud Vl
8/3/2017 11:00:00 PM,3083,Longil
8/3/2017 11:00:00 PM,757,Mhk Vl
8/3/2017 11:00:00 PM,347,Millwd
8/3/2017 11:00:00 PM,7373,N.Y.C.
8/3/2017 11:00:00 PM,441,North
8/3/2017 11:00:00 PM,1870,West
8/3/2017 11:00:00 PM,20543,NYISO
8/4/2017 12:00:00 AM,1338,Capitl
8/4/2017 12:00:00 AM,1670,Centrl
8/4/2017 12:00:00 AM,737,Dunwod
8/4/2017 12:00:00 AM,1053,Genese
8/4/2017 12:00:00 AM,1089,Hud Vl
8/4/2017 12:00:00 AM,2722,Longil
8/4/2017 12:00:00 AM,663,Mhk Vl
8/4/2017 12:00:00 AM,303,Millwd
8/4/2017 12:00:00 AM,6821,N.Y.C.
8/4/2017 12:00:00 AM,432,North
8/4/2017 12:00:00 AM,1676,West
8/4/2017 12:00:00 AM,18504,NYISO
8/4/2017 1:00:00 AM,1254,Capitl
8/4/2017 1:00:00 AM,1587,Centrl
8/4/2017 1:00:00 AM,686,Dunwod
8/4/2017 1:00:00 AM,991,Genese
8/4/2017 1:00:00 AM,1010,Hud Vl
8/4/2017 1:00:00 AM,2495,Longil
8/4/2017 1:00:00 AM,618,Mhk Vl
8/4/2017 1:00:00 AM,280,Millwd
8/4/2017 1:00:00 AM,6423,N.Y.C.
8/4/2017 1:00:00 AM,422,North
8/4/2017 1:00:00 AM,1582,West
8/4/2017 1:00:00 AM,17348,NYISO
8/4/2017 2:00:00 AM,1205,Capitl
8/4/2017 2:00:00 AM,1531,Centrl
8/4/2017 2:00:00 AM,650,Dunwod
8/4/2017 2:00:00 AM,952,Genese
8/4/2017 2:00:00 AM,960,Hud Vl
8/4/2017 2:00:00 AM,2342,Longil
8/4/2017 2:00:00 AM,590,Mhk Vl
8/4/2017 2:00:00 AM,265,Millwd
8/4/2017 2:00:00 AM,6161,N.Y.C.
8/4/2017 2:00:00 AM,415,North
8/4/2017 2:00:00 AM,1522,West
8/4/2017 2:00:00 AM,16593,NYISO
8/4/2017 3:00:00 AM,1178,Capitl
8/4/2017 3:00:00 AM,1505,Centrl
8/4/2017 3:00:00 AM,625,Dunwod
8/4/2017 3:00:00 AM,932,Genese
8/4/2017 3:00:00 AM,930,Hud Vl
8/4/2017 3:00:00 AM,2251,Longil
8/4/2017 3:00:00 AM,574,Mhk Vl
8/4/2017 3:00:00 AM,256,Millwd
8/4/2017 3:00:00 AM,6013,N.Y.C.
8/4/2017 3:00:00 AM,412,North
8/4/2017 3:00:00 AM,1486,West
8/4/2017 3:00:00 AM,16162,NYISO
8/4/2017 4:00:00 AM,1186,Capitl
8/4/2017 4:00:00 AM,1521,Centrl
8/4/2017 4:00:00 AM,617,Dunwod
8/4/2017 4:00:00 AM,939,Genese
8/4/2017 4:00:00 AM,922,Hud Vl
8/4/2017 4:00:00 AM,2231,Longil
8/4/2017 4:00:00 AM,583,Mhk Vl
8/4/2017 4:00:00 AM,254,Millwd
8/4/2017 4:00:00 AM,5999,N.Y.C.
8/4/2017 4:00:00 AM,414,North
8/4/2017 4:00:00 AM,1486,West
8/4/2017 4:00:00 AM,16152,NYISO
8/4/2017 5:00:00 AM,1238,Capitl
8/4/2017 5:00:00 AM,1595,Centrl
8/4/2017 5:00:00 AM,640,Dunwod
8/4/2017 5:00:00 AM,984,Genese
8/4/2017 5:00:00 AM,950,Hud Vl
8/4/2017 5:00:00 AM,2291,Longil
8/4/2017 5:00:00 AM,623,Mhk Vl
8/4/2017 5:00:00 AM,266,Millwd
8/4/2017 5:00:00 AM,6219,N.Y.C.
8/4/2017 5:00:00 AM,422,North
8/4/2017 5:00:00 AM,1525,West
8/4/2017 5:00:00 AM,16753,NYISO
8/4/2017 6:00:00 AM,1348,Capitl
8/4/2017 6:00:00 AM,1710,Centrl
8/4/2017 6:00:00 AM,690,Dunwod
8/4/2017 6:00:00 AM,1052,Genese
8/4/2017 6:00:00 AM,1008,Hud Vl
8/4/2017 6:00:00 AM,2434,Longil
8/4/2017 6:00:00 AM,689,Mhk Vl
8/4/2017 6:00:00 AM,289,Millwd
8/4/2017 6:00:00 AM,6731,N.Y.C.
8/4/2017 6:00:00 AM,437,North
8/4/2017 6:00:00 AM,1596,West
8/4/2017 6:00:00 AM,17984,NYISO
8/4/2017 7:00:00 AM,1482,Capitl
8/4/2017 7:00:00 AM,1848,Centrl
8/4/2017 7:00:00 AM,768,Dunwod
8/4/2017 7:00:00 AM,1140,Genese
8/4/2017 7:00:00 AM,1108,Hud Vl
8/4/2017 7:00:00 AM,2748,Longil
8/4/2017 7:00:00 AM,775,Mhk Vl
8/4/2017 7:00:00 AM,318,Millwd
8/4/2017 7:00:00 AM,7420,N.Y.C.
8/4/2017 7:00:00 AM,456,North
8/4/2017 7:00:00 AM,1707,West
8/4/2017 7:00:00 AM,19770,NYISO
8/4/2017 8:00:00 AM,1609,Capitl
8/4/2017 8:00:00 AM,1976,Centrl
8/4/2017 8:00:00 AM,840,Dunwod
8/4/2017 8:00:00 AM,1240,Genese
8/4/2017 8:00:00 AM,1219,Hud Vl
8/4/2017 8:00:00 AM,3142,Longil
8/4/2017 8:00:00 AM,850,Mhk Vl
8/4/2017 8:00:00 AM,348,Millwd
8/4/2017 8:00:00 AM,8072,N.Y.C.
8/4/2017 8:00:00 AM,471,North
8/4/2017 8:00:00 AM,1852,West
8/4/2017 8:00:00 AM,21619,NYISO
8/4/2017 9:00:00 AM,1799,Capitl
8/4/2017 9:00:00 AM,2129,Centrl
8/4/2017 9:00:00 AM,937,Dunwod
8/4/2017 9:00:00 AM,1379,Genese
8/4/2017 9:00:00 AM,1343,Hud Vl
8/4/2017 9:00:00 AM,3698,Longil
8/4/2017 9:00:00 AM,898,Mhk Vl
8/4/2017 9:00:00 AM,394,Millwd
8/4/2017 9:00:00 AM,8699,N.Y.C.
8/4/2017 9:00:00 AM,488,North
8/4/2017 9:00:00 AM,2057,West
8/4/2017 9:00:00 AM,23821,NYISO
8/4/2017 10:00:00 AM,1841,Capitl
8/4/2017 10:00:00 AM,2190,Centrl
8/4/2017 10:00:00 AM,972,Dunwod
8/4/2017 10:00:00 AM,1411,Genese
8/4/2017 10:00:00 AM,1428,Hud Vl
8/4/2017 10:00:00 AM,3918,Longil
8/4/2017 10:00:00 AM,923,Mhk Vl
8/4/2017 10:00:00 AM,413,Millwd
8/4/2017 10:00:00 AM,8855,N.Y.C.
8/4/2017 10:00:00 AM,492,North
8/4/2017 10:00:00 AM,2087,West
8/4/2017 10:00:00 AM,24530,NYISO
8/4/2017 11:00:00 AM,1843,Capitl
8/4/2017 11:00:00 AM,2206,Centrl
8/4/2017 11:00:00 AM,986,Dunwod
8/4/2017 11:00:00 AM,1408,Genese
8/4/2017 11:00:00 AM,1503,Hud Vl
8/4/2017 11:00:00 AM,4045,Longil
8/4/2017 11:00:00 AM,933,Mhk Vl
8/4/2017 11:00:00 AM,425,Millwd
8/4/2017 11:00:00 AM,8886,N.Y.C.
8/4/2017 11:00:00 AM,494,North
8/4/2017 11:00:00 AM,2094,West
8/4/2017 11:00:00 AM,24823,NYISO
8/4/2017 12:00:00 PM,1809,Capitl
8/4/2017 12:00:00 PM,2202,Centrl
8/4/2017 12:00:00 PM,993,Dunwod
8/4/2017 12:00:00 PM,1392,Genese
8/4/2017 12:00:00 PM,1554,Hud Vl
8/4/2017 12:00:00 PM,4099,Longil
8/4/2017 12:00:00 PM,937,Mhk Vl
8/4/2017 12:00:00 PM,433,Millwd
8/4/2017 12:00:00 PM,8838,N.Y.C.
8/4/2017 12:00:00 PM,493,North
8/4/2017 12:00:00 PM,2084,West
8/4/2017 12:00:00 PM,24834,NYISO
8/4/2017 1:00:00 PM,1821,Capitl
8/4/2017 1:00:00 PM,2209,Centrl
8/4/2017 1:00:00 PM,999,Dunwod
8/4/2017 1:00:00 PM,1376,Genese
8/4/2017 1:00:00 PM,1601,Hud Vl
8/4/2017 1:00:00 PM,4108,Longil
8/4/2017 1:00:00 PM,943,Mhk Vl
8/4/2017 1:00:00 PM,440,Millwd
8/4/2017 1:00:00 PM,8814,N.Y.C.
8/4/2017 1:00:00 PM,494,North
8/4/2017 1:00:00 PM,2084,West
8/4/2017 1:00:00 PM,24889,NYISO
8/4/2017 2:00:00 PM,1829,Capitl
8/4/2017 2:00:00 PM,2204,Centrl
8/4/2017 2:00:00 PM,1000,Dunwod
8/4/2017 2:00:00 PM,1349,Genese
8/4/2017 2:00:00 PM,1643,Hud Vl
8/4/2017 2:00:00 PM,4117,Longil
8/4/2017 2:00:00 PM,942,Mhk Vl
8/4/2017 2:00:00 PM,447,Millwd
8/4/2017 2:00:00 PM,8814,N.Y.C.
8/4/2017 2:00:00 PM,493,North
8/4/2017 2:00:00 PM,2066,West
8/4/2017 2:00:00 PM,24904,NYISO
8/4/2017 3:00:00 PM,1842,Capitl
8/4/2017 3:00:00 PM,2201,Centrl
8/4/2017 3:00:00 PM,1010,Dunwod
8/4/2017 3:00:00 PM,1336,Genese
8/4/2017 3:00:00 PM,1670,Hud Vl
8/4/2017 3:00:00 PM,4129,Longil
8/4/2017 3:00:00 PM,939,Mhk Vl
8/4/2017 3:00:00 PM,455,Millwd
8/4/2017 3:00:00 PM,8834,N.Y.C.
8/4/2017 3:00:00 PM,491,North
8/4/2017 3:00:00 PM,2049,West
8/4/2017 3:00:00 PM,24956,NYISO
8/4/2017 4:00:00 PM,1844,Capitl
8/4/2017 4:00:00 PM,2194,Centrl
8/4/2017 4:00:00 PM,1015,Dunwod
8/4/2017 4:00:00 PM,1328,Genese
8/4/2017 4:00:00 PM,1689,Hud Vl
8/4/2017 4:00:00 PM,4168,Longil
8/4/2017 4:00:00 PM,936,Mhk Vl
8/4/2017 4:00:00 PM,460,Millwd
8/4/2017 4:00:00 PM,8873,N.Y.C.
8/4/2017 4:00:00 PM,491,North
8/4/2017 4:00:00 PM,2040,West
8/4/2017 4:00:00 PM,25038,NYISO
8/4/2017 5:00:00 PM,1841,Capitl
8/4/2017 5:00:00 PM,2163,Centrl
8/4/2017 5:00:00 PM,999,Dunwod
8/4/2017 5:00:00 PM,1309,Genese
8/4/2017 5:00:00 PM,1667,Hud Vl
8/4/2017 5:00:00 PM,4195,Longil
8/4/2017 5:00:00 PM,923,Mhk Vl
8/4/2017 5:00:00 PM,459,Millwd
8/4/2017 5:00:00 PM,8796,N.Y.C.
8/4/2017 5:00:00 PM,488,North
8/4/2017 5:00:00 PM,2005,West
8/4/2017 5:00:00 PM,24845,NYISO
8/4/2017 6:00:00 PM,1805,Capitl
8/4/2017 6:00:00 PM,2107,Centrl
8/4/2017 6:00:00 PM,962,Dunwod
8/4/2017 6:00:00 PM,1261,Genese
8/4/2017 6:00:00 PM,1614,Hud Vl
8/4/2017 6:00:00 PM,4099,Longil
8/4/2017 6:00:00 PM,897,Mhk Vl
8/4/2017 6:00:00 PM,447,Millwd
8/4/2017 6:00:00 PM,8470,N.Y.C.
8/4/2017 6:00:00 PM,483,North
8/4/2017 6:00:00 PM,1956,West
8/4/2017 6:00:00 PM,24101,NYISO
8/4/2017 7:00:00 PM,1779,Capitl
8/4/2017 7:00:00 PM,2041,Centrl
8/4/2017 7:00:00 PM,926,Dunwod
8/4/2017 7:00:00 PM,1214,Genese
8/4/2017 7:00:00 PM,1546,Hud Vl
8/4/2017 7:00:00 PM,3908,Longil
8/4/2017 7:00:00 PM,872,Mhk Vl
8/4/2017 7:00:00 PM,432,Millwd
8/4/2017 7:00:00 PM,8181,N.Y.C.
8/4/2017 7:00:00 PM,478,North
8/4/2017 7:00:00 PM,1897,West
8/4/2017 7:00:00 PM,23274,NYISO
8/4/2017 8:00:00 PM,1793,Capitl
8/4/2017 8:00:00 PM,2024,Centrl
8/4/2017 8:00:00 PM,924,Dunwod
8/4/2017 8:00:00 PM,1198,Genese
8/4/2017 8:00:00 PM,1528,Hud Vl
8/4/2017 8:00:00 PM,3862,Longil
8/4/2017 8:00:00 PM,884,Mhk Vl
8/4/2017 8:00:00 PM,426,Millwd
8/4/2017 8:00:00 PM,8062,N.Y.C.
8/4/2017 8:00:00 PM,483,North
8/4/2017 8:00:00 PM,1910,West
8/4/2017 8:00:00 PM,23094,NYISO
8/4/2017 9:00:00 PM,1728,Capitl
8/4/2017 9:00:00 PM,1974,Centrl
8/4/2017 9:00:00 PM,902,Dunwod
8/4/2017 9:00:00 PM,1183,Genese
8/4/2017 9:00:00 PM,1456,Hud Vl
8/4/2017 9:00:00 PM,3707,Longil
8/4/2017 9:00:00 PM,853,Mhk Vl
8/4/2017 9:00:00 PM,414,Millwd
8/4/2017 9:00:00 PM,7958,N.Y.C.
8/4/2017 9:00:00 PM,479,North
8/4/2017 9:00:00 PM,1917,West
8/4/2017 9:00:00 PM,22571,NYISO
8/4/2017 10:00:00 PM,1616,Capitl
8/4/2017 10:00:00 PM,1842,Centrl
8/4/2017 10:00:00 PM,850,Dunwod
8/4/2017 10:00:00 PM,1107,Genese
8/4/2017 10:00:00 PM,1337,Hud Vl
8/4/2017 10:00:00 PM,3446,Longil
8/4/2017 10:00:00 PM,785,Mhk Vl
8/4/2017 10:00:00 PM,385,Millwd
8/4/2017 10:00:00 PM,7671,N.Y.C.
8/4/2017 10:00:00 PM,465,North
8/4/2017 10:00:00 PM,1827,West
8/4/2017 10:00:00 PM,21331,NYISO
8/4/2017 11:00:00 PM,1499,Capitl
8/4/2017 11:00:00 PM,1706,Centrl
8/4/2017 11:00:00 PM,796,Dunwod
8/4/2017 11:00:00 PM,1030,Genese
8/4/2017 11:00:00 PM,1214,Hud Vl
8/4/2017 11:00:00 PM,3155,Longil
8/4/2017 11:00:00 PM,711,Mhk Vl
8/4/2017 11:00:00 PM,352,Millwd
8/4/2017 11:00:00 PM,7283,N.Y.C.
8/4/2017 11:00:00 PM,452,North
8/4/2017 11:00:00 PM,1714,West
8/4/2017 11:00:00 PM,19912,NYISO
8/5/2017 12:00:00 AM,1379,Capitl
8/5/2017 12:00:00 AM,1627,Centrl
8/5/2017 12:00:00 AM,728,Dunwod
8/5/2017 12:00:00 AM,1002,Genese
8/5/2017 12:00:00 AM,1086,Hud Vl
8/5/2017 12:00:00 AM,2658,Longil
8/5/2017 12:00:00 AM,666,Mhk Vl
8/5/2017 12:00:00 AM,316,Millwd
8/5/2017 12:00:00 AM,6689,N.Y.C.
8/5/2017 12:00:00 AM,442,North
8/5/2017 12:00:00 AM,1622,West
8/5/2017 12:00:00 AM,18215,NYISO
8/5/2017 1:00:00 AM,1314,Capitl
8/5/2017 1:00:00 AM,1556,Centrl
8/5/2017 1:00:00 AM,687,Dunwod
8/5/2017 1:00:00 AM,954,Genese
8/5/2017 1:00:00 AM,1006,Hud Vl
8/5/2017 1:00:00 AM,2439,Longil
8/5/2017 1:00:00 AM,627,Mhk Vl
8/5/2017 1:00:00 AM,292,Millwd
8/5/2017 1:00:00 AM,6333,N.Y.C.
8/5/2017 1:00:00 AM,433,North
8/5/2017 1:00:00 AM,1553,West
8/5/2017 1:00:00 AM,17194,NYISO
8/5/2017 2:00:00 AM,1273,Capitl
8/5/2017 2:00:00 AM,1508,Centrl
8/5/2017 2:00:00 AM,657,Dunwod
8/5/2017 2:00:00 AM,922,Genese
8/5/2017 2:00:00 AM,954,Hud Vl
8/5/2017 2:00:00 AM,2298,Longil
8/5/2017 2:00:00 AM,603,Mhk Vl
8/5/2017 2:00:00 AM,278,Millwd
8/5/2017 2:00:00 AM,6083,N.Y.C.
8/5/2017 2:00:00 AM,427,North
8/5/2017 2:00:00 AM,1507,West
8/5/2017 2:00:00 AM,16510,NYISO
8/5/2017 3:00:00 AM,1247,Capitl
8/5/2017 3:00:00 AM,1480,Centrl
8/5/2017 3:00:00 AM,636,Dunwod
8/5/2017 3:00:00 AM,904,Genese
8/5/2017 3:00:00 AM,922,Hud Vl
8/5/2017 3:00:00 AM,2204,Longil
8/5/2017 3:00:00 AM,588,Mhk Vl
8/5/2017 3:00:00 AM,268,Millwd
8/5/2017 3:00:00 AM,5910,N.Y.C.
8/5/2017 3:00:00 AM,423,North
8/5/2017 3:00:00 AM,1476,West
8/5/2017 3:00:00 AM,16058,NYISO
8/5/2017 4:00:00 AM,1240,Capitl
8/5/2017 4:00:00 AM,1474,Centrl
8/5/2017 4:00:00 AM,624,Dunwod
8/5/2017 4:00:00 AM,898,Genese
8/5/2017 4:00:00 AM,907,Hud Vl
8/5/2017 4:00:00 AM,2159,Longil
8/5/2017 4:00:00 AM,587,Mhk Vl
8/5/2017 4:00:00 AM,263,Millwd
8/5/2017 4:00:00 AM,5816,N.Y.C.
8/5/2017 4:00:00 AM,423,North
8/5/2017 4:00:00 AM,1463,West
8/5/2017 4:00:00 AM,15854,NYISO
8/5/2017 5:00:00 AM,1247,Capitl
8/5/2017 5:00:00 AM,1488,Centrl
8/5/2017 5:00:00 AM,624,Dunwod
8/5/2017 5:00:00 AM,904,Genese
8/5/2017 5:00:00 AM,910,Hud Vl
8/5/2017 5:00:00 AM,2151,Longil
8/5/2017 5:00:00 AM,599,Mhk Vl
8/5/2017 5:00:00 AM,265,Millwd
8/5/2017 5:00:00 AM,5810,N.Y.C.
8/5/2017 5:00:00 AM,425,North
8/5/2017 5:00:00 AM,1464,West
8/5/2017 5:00:00 AM,15887,NYISO
